蛇年贺岁,#genre#
嵩县综合新闻,http://tvpull.dxhmt.cn:9081/tv/10325-1.m3u8?zhend
新安新闻综合,http://tvpull.dxhmt.cn:9081/tv/10323-1.m3u8?zhend
新乡县电视台,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8?zhend
淇县电视台,http://tvpull.dxhmt.cn:9081/tv/10622-1.m3u8
上街电视台,http://tvpull.dxhmt.cn:9081/tv/10106-1.m3u8
太康综合,http://tvpull.dxhmt.cn:9081/tv/11627-1.m3u8
固始综合,http://tvpull.dxhmt.cn:9081/tv/11525-1.m3u8
新密新闻,http://tvpull.dxhmt.cn:9081/tv/10183-2.m3u8
唐河一套,http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8
孟州综合,http://tvpull.dxhmt.cn:9081/tv/10883-1.m3u8
林州综合,http://tvpull.dxhmt.cn:9081/tv/10581-1.m3u8
鲁山综合,http://tvpull.dxhmt.cn:9081/tv/10423-1.m3u8
登封综合,http://tvpull.dxhmt.cn:9081/tv/10185-1.m3u8
建安综合,http://tvpull.dxhmt.cn:9081/tv/11003-1.m3u8
孟津新闻,http://tvpull.dxhmt.cn:9081/tv/10322-2.m3u8
上蔡综合,http://tvpull.dxhmt.cn:9081/tv/11722-1.m3u8
淅川综合,http://tvpull.dxhmt.cn:9081/tv/11326-1.m3u8
襄城综合,http://tvpull.dxhmt.cn:9081/tv/11025-1.m3u8
项城新闻,http://tvpull.dxhmt.cn:9081/tv/11681-1.m3u8
新郑综合,http://tvpull.dxhmt.cn:9081/tv/10184-1.m3u8
鄢陵综合,http://tvpull.dxhmt.cn:9081/tv/11024-1.m3u8
扶沟综合,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8
临颍综合,http://tvpull.dxhmt.cn:9081/tv/11122-1.m3u8
西平综合,http://tvpull.dxhmt.cn:9081/tv/11721-1.m3u8
光山综合,http://tvpull.dxhmt.cn:9081/tv/11522-1.m3u8
淮滨综合,http://tvpull.dxhmt.cn:9081/tv/11527-1.m3u8
内乡综合,http://tvpull.dxhmt.cn:9081/tv/11325-1.m3u8
新蔡综合,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8
新县综合,http://tvpull.dxhmt.cn:9081/tv/11523-1.m3u8
禹州综合,http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8
遂平一套,http://tvpull.dxhmt.cn:9081/tv/11728-1.m3u8
安阳新闻,http://tvpull.dxhmt.cn:9081/tv/10522-1.m3u8
宝丰综合,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8
邓州新闻,http://tvpull.dxhmt.cn:9081/tv/11381-1.m3u8
方城一套,http://tvpull.dxhmt.cn:9081/tv/11322-1.m3u8
滑县新闻,http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8
获嘉综合,http://tvpull.dxhmt.cn:9081/tv/10724-1.m3u8
郏县综合,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8
浚县一套,http://tvpull.dxhmt.cn:9081/tv/10621-1.m3u8
鹿邑新闻,http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8
罗山综合,http://tvpull.dxhmt.cn:9081/tv/11521-1.m3u8
南乐综合,http://tvpull.dxhmt.cn:9081/tv/10923-1.m3u8
平舆综合,http://tvpull.dxhmt.cn:9081/tv/11723-1.m3u8
确山综合,http://tvpull.dxhmt.cn:9081/tv/11725-1.m3u8
汝州科教,http://tvpull.dxhmt.cn:9081/tv/10482-2.m3u8
汤阴综合,http://tvpull.dxhmt.cn:9081/tv/10523-1.m3u8
通许综合,http://tvpull.dxhmt.cn:9081/tv/10222-1.m3u8
卫辉综合,http://tvpull.dxhmt.cn:9081/tv/10781-1.m3u8
尉氏综合,http://tvpull.dxhmt.cn:9081/tv/10223-1.m3u8
温县综合,http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8
西华综合,http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8
延津综合,http://tvpull.dxhmt.cn:9081/tv/10726-1.m3u8
永城新闻,http://tvpull.dxhmt.cn:9081/tv/11481-1.m3u8
长垣综合,http://tvpull.dxhmt.cn:9081/tv/10728-1.m3u8
方城一套,http://tvpull.dxhmt.cn:9081/tv/11322-1.m3u8?zhend
扶沟综合,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8?zhend
滑县新闻,http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8?zhend
温县综合,http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8?zhend
新野综合,http://tvpull.dxhmt.cn:9081/tv/11329-1.m3u8?zhend
荥阳综合,http://tvpull.dxhmt.cn:9081/tv/10182-1.m3u8?zhend
禹州综合,http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8?zhend
济源电视一套,http://tvpull.dxhmt.cn:9081/tv/19001-1.m3u8
广安公共,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8
广安新闻综合,http://live1.gatv.com.cn:85/live/XWZH.m3u8
黑水新闻综合,http://live.schstv.com:90/live/xwzh.m3u8
金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8
金川乡村频道,http://live.jinchuanrmt.com:90/live/jcxc.m3u8
乐至综合,http://175.155.106.72:89/live1/live1.m3u8
利州综合,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8
凉山语,http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8
松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8
汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8
营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8
荣昌综合,http://183.64.181.25:40023/rongchang01.m3u8
万源新闻综合,http://live.wanyuannews.com/wytv/hd/live.m3u8
德阳公共,http://scdytv.cn:1935/live/m_ggpd_livevideo/playlist.m3u8?zsicd
甘孜综合,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv
叙州新闻综合,http://pili-live-hls.ybcxjd.com/jdh-live/2108111201035597.m3u8?zsicd
青神综合,http://lmt.scqstv.com/live1/live1.m3u8?zsicd
泸县新闻综合,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8?zsicd
达州新闻综合,http://tv.drs.dzxw.net/channellive/xwzhpd-dz1.flv
达州文化生活,http://tv.drs.dzxw.net/channellive/ggpd-dz2.flv
达州通川频道,http://tv.drs.dzxw.net/channellive/tcpd-dz3.flv
泸州科教生活,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8
泸州新闻综合,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8
叙州综合频道,http://pili-live-hls.ybcxjd.com/jdh-live/2108111201035597.m3u8
叙永综合频道,http://luzhi.xuyongrongmei.com:1935/live/_definst_/xyxw/playlist.m3u8
什邡新闻频道,http://live.sfrmt.com:85/live/zhpd.m3u8
马尔康综合,http://live.zmmek.com:90/live/zhxw.m3u8
四川科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8
自贡综合,http://110.189.153.160:1001/zhpd.flv
自贡文化生活,http://110.189.153.160:1002/ggpd.flv
焦作综合频道,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8
焦作公共频道,http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8
永城新闻,http://live.dxhmt.cn:9081/tv/11481-1.m3u8
栾川新闻频道,http://tvpull.dxhmt.cn:9081/tv/10324-1.m3u8
汝阳综合频道,http://tvpull.dxhmt.cn:9081/tv/10326-1.m3u8
嵩县综合新闻,http://tvpull.dxhmt.cn:9081/tv/10325-1.m3u8
伊川电视台,http://tvpull.dxhmt.cn:9081/tv/10329-1.m3u8
偃师新闻频道,http://tvpull.dxhmt.cn:9081/tv/10381-1.m3u8
宜阳综合频道,http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8
武陟新闻综合,http://tvpull.dxhmt.cn:9081/tv/10823-1.m3u8
郸城新闻综合,http://tvpull.dxhmt.cn:9081/tv/11625-1.m3u8
沈丘新闻综合,http://tvpull.dxhmt.cn:9081/tv/11624-1.m3u8
卢氏综合频道,http://tvpull.dxhmt.cn:9081/tv/11224-1.m3u8
内黄综合频道,http://tvpull.dxhmt.cn:9081/tv/10527-1.m3u8
安阳新闻综合,http://zhpull.dxhmt.cn:80/anyang/7e3b40563af54e2f9f48e2c67c5d9fab/playlist.m3u8
安阳科教频道,http://zhpull.dxhmt.cn:80/anyang/24edb37167474b17948c6fbaf09890b8/playlist.m3u8
范县新闻综合,http://live.dxhmt.cn:9080/13603832636/13abd3089d9c47058fe34c49a6182981.m3u8
鹤岗新闻综合,http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8
济源电视一套,http://live.dxhmt.cn:9081/tv/19001-1.m3u8
淅川电视,http://live.dxhmt.cn:9081/tv/11326-1.m3u8
周口教育频道,http://117.159.72.12:8081/live/2548854934748691151.m3u8
周口公共,http://117.159.72.12:8081/live/8606202505932165833.m3u8
周口-4,http://117.159.72.12:8081/live/6520562530090312540.m3u8

重庆综合,#genre#
万州综合,http://123.146.162.24:8017/iTXwrGs/800/live.m3u8?zzhongqd
万州综合,http://123.146.162.24:8013/tslslive/noEX9SG/hls/live_sd.m3u8?zzhongqd
万州综合,http://123.146.162.24:8013/tslslive/noEX9SG/hls/live_sd.m3u8
万州综合,http://123.146.162.24:8017/iTXwrGs/800/live.m3u8
万州三峡移民,http://123.146.162.24:8017/c2F0hmi/1000/live.m3u8?zzhongqd
万州三峡移民,http://123.146.162.24:8013/tslslive/PU2vzMI/hls/live_sd.m3u8?zzhongqd
万州三峡移民,http://123.146.162.24:8013/tslslive/PU2vzMI/hls/live_sd.m3u8
万州三峡移民,http://123.146.162.24:8017/c2F0hmi/1000/live.m3u8
荣昌综合,http://183.64.181.25:40023/rongchang01.m3u8?zzhongqd
璧山综合,http://222.179.42.129:8181/hls1.m3u8?zzhongqd
垫江综合,http://125.62.24.185:80/1.m3u8?zzhongqd
潼南综合,http://183.230.184.51:65500/tntv1.m3u8
铜梁综合,http://183.64.174.171:40123/ch1.m3u8
铜梁综合,http://183.64.174.171:40123/ch1.m3u8?zzhongqd
万州最万州,http://123.146.162.24:8017/d4ceB1a/1000/live.m3u8

云南综合,#genre#
麻栗坡,http://tvdrs.wsrtv.com.cn:8100/channellive/mlptv.flv
麻栗坡台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel18/playlist.m3u8
丘北新闻综合,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel14/playlist.m3u8
文山电视台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel17/playlist.m3u8
文山公共,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel8/playlist.m3u8
文山综合,http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv
文山综合,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8
砚山频道,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel16/playlist.m3u8
怒江新闻综合,http://livebroadcast.ccwb.cn/live/w1620805130988936.m3u8
怒江新闻综合,http://livebroadcast.ccwb.cn/live/w1620805130988936.m3u8?zyund
美丽云南,https://www.ynbit.com:1937/cyds-mlyn/livestream/playlist.m3u8?zyund
文山综合,http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv?zyund
麻栗坡台,http://tvdrs.wsrtv.com.cn:8100/channellive/mlptv.flv?zyund
巧家综合,http://livebroadcast.ccwb.cn/live/w1593303918254963.m3u8?zyund
西畴综合,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel11/playlist.m3u8
广南综合,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel19/playlist.m3u8
富宁综合,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel13/playlist.m3u8

内蒙综合,#genre#
内蒙新闻,https://livestream-bt.nmtv.cn/nmtv/2316general.m3u8?txSecret=b4373417a82ed64e52b0982a66da8df2&txTime=771E8800
内蒙经济,https://livestream-bt.nmtv.cn/nmtv/2317general.m3u8?txSecret=112b2c4c872de52b0f37aff6ead63ef0&txTime=771E8800
内蒙少儿,https://livestream-bt.nmtv.cn/nmtv/2318general.m3u8?txSecret=a2c948908728a0733cecbe1fadea23dc&txTime=771E8800
内蒙文体,https://livestream-bt.nmtv.cn/nmtv/2319general.m3u8?txSecret=c7b5c515d2bb6df442492d54955329a3&txTime=771E8800
内蒙农牧,https://livestream-bt.nmtv.cn/nmtv/2320general.m3u8?txSecret=4d368a175afa19737a9f5be10af24fe2&txTime=771E8800
蒙语卫视,https://livestream-bt.nmtv.cn/nmtv/2315general.m3u8?txSecret=4971666599ef9411629213c9a300bf66&txTime=771EF880
蒙语文化,https://livestream-bt.nmtv.cn/nmtv/2321general.m3u8?txSecret=d9d0fd7a252ef56b515c46a2e21830f4&txTime=771E8800
呼市新闻综合,https://livestream-bt.nmtv.cn/nmtv/2331general.m3u8?txSecret=4d7342ca5cd74480526ab6d292247aff&txTime=771E8800
鄂尔多斯新闻,https://livestream-bt.nmtv.cn/nmtv/2349general.m3u8?txSecret=e44477052aba305cadeea45aaf1c674a&txTime=771E8800
巴彦淖尔新闻,https://livestream-bt.nmtv.cn/nmtv/2348general.m3u8?txSecret=6a4ddce077e41b976fe33619fbef2b30&txTime=771E8800
赤峰新闻综合,https://livestream-bt.nmtv.cn/nmtv/2351general.m3u8?txSecret=8857087aeec2cec44d178a18550fdb8a&txTime=771E8800
乌兰察布新闻,https://livestream-bt.nmtv.cn/nmtv/2354general.m3u8?txSecret=cf5f71d0000862b18f5813607b3dfd5b&txTime=771E8800
鄂托克旗综合频道,http://110.19.181.138:10080/hls/F509Rh7GR/F509Rh7GR_live.m3u8
奎屯汉语综合,http://218.84.12.186:8001/hls/main/playlist.m3u8
奎屯哈萨克语,http://218.84.12.186:8002/hls/main/playlist.m3u8
玛纳斯综合频道,http://218.84.127.245:1026/hls/main1/playlist.m3u8
松桃新闻,http://live.strmtzx.cn/stxw/sd/live.m3u8
七星关电视台,https://p8.vzan.com:443/slowlive/147077707554082780/live.m3u8
内蒙古农牧频道,https://epg.pw/stream/f426a12024c3d2a6271d7b4e1514b8da71aeef77a9033c211e1e49a8386a8668.m3u8
昆玉综合,http://test5.btzx.com.cn/live/14TV.stream/playlist.m3u8?zxinjd
奎屯汉语,http://218.84.12.186:8001/hls/main/playlist.m3u8?zxinjd
奎屯哈萨克语,http://218.84.12.186:8002/hls/main/playlist.m3u8?zxinjd
玛纳斯综合,http://218.84.127.245:1026/hls/main1/playlist.m3u8?zxinjd
包头新闻,http://live.btgdt.com/channels/btgd/xwzh/flv:500k/live
包头新闻,http://live.btgdt.com/channels/btgd/xwzh/m3u8:500k/live
鄂托克旗,http://110.19.181.138:10080/hls/F509Rh7GR/F509Rh7GR_live.m3u8?
鄂托克旗,http://110.19.181.138:10080/hls/F509Rh7GR/F509Rh7GR_live.m3u8?zneimd

青海综合,#genre#
青海卫视,http://stream.qhbtv.com/qhws/playlist.m3u8
青海经视,http://stream.qhbtv.com/qhsh/playlist.m3u8
青海经视,http://stream.qhbtv.com/qhsh/sd/live.m3u8
青海都市,http://stream.qhbtv.com/qhds/playlist.m3u8
青海都市,http://stream.qhbtv.com/qhds/sd/live.m3u8
安多卫视,http://stream.qhbtv.com/adws/playlist.m3u8
安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8
门源综合,http://livecdn.dmqhyadmin.com/hls/xjmenyuan.m3u8
民和综合,http://livecdn.dmqhyadmin.com/hls/xjminhe.m3u8
西宁生活服务,https://liveout.xntv.tv/a65jur/90p2i1.m3u8
西宁新闻综合,https://liveout.xntv.tv/a65jur/96iln2.m3u8
大通电视台,http://dtrmlive.qhdtrm.cn/testpush/sd/live.m3u8
兴海综合,http://lived.dmqhyadmin.com/xhzhpd/sd/live.m3u8
化隆综合,http://livecdn.dmqhyadmin.com/hls/xjhualong.m3u8
青海综合,http://lmt.scqstv.com/live1/live1.m3u8
吴忠综合,http://live.kanwz.net/zhpd/sd/live.m3u8
吴忠公共,http://live.kanwz.net/ggpd/sd/live.m3u8
贵南综合,http://livecdn.dmqhyadmin.com/hls/xjguinan.m3u8
祁连综合,http://livecdn.dmqhyadmin.com/hls/xjqilian.m3u8
都兰综合,https://livecdn.dmqhyadmin.com/hls/xjdulan.m3u8
同德综合,https://lived.dmqhyadmin.com/tdtv/playlist.m3u8

甘肃综合,#genre#
甘肃公共应急HD,http://lishiwan.xicp.net:8563/udp/239.255.36.4:8231
甘肃经济,http://lishiwan.xicp.net:8563/udp/239.255.36.6:8231
甘肃文化影视,http://lishiwan.xicp.net:8563/udp/239.255.36.7:8231
甘肃公共应急,http://lishiwan.xicp.net:8563/udp/239.255.36.8:8231
甘肃都市,http://lishiwan.xicp.net:8563/udp/239.255.36.9:8231
甘肃少儿,http://lishiwan.xicp.net:8563/udp/239.255.36.10:8231
武威综合,https://play.kankanlive.com/live/1693539781636986.m3u8
武威综合,http://lishiwan.xicp.net:8563/udp/239.255.36.104:8231
天祝综合,https://play.kankanlive.com/live/1656487214793905.m3u8
永昌综合,https://play.kankanlive.com/live/1652755738635915.m3u8
酒泉综合,https://play.kankanlive.com/live/1702033926169975.m3u8
酒泉文旅,https://play.kankanlive.com/live/1702036477193973.m3u8
敦煌频道,https://play.kankanlive.com/live/1698234808271963.m3u8
白银综合,https://play.kankanlive.com/live/1720408089419110.m3u8
白银文教,https://play.kankanlive.com/live/1720408280309109.m3u8
定西综合,https://play.kankanlive.com/live/1707969054968992.m3u8
定西文旅,https://play.kankanlive.com/live/1707482307440963.m3u8
陇南公共,https://play.kankanlive.com/live/1709171893138901.m3u8
陇南综合,https://play.kankanlive.com/live/1709171819929902.m3u8
平凉综合,https://play.kankanlive.com/live/1694661314645984.m3u8
庆阳综合,https://play.kankanlive.com/live/1700643403411931.m3u8
甘南夏河,https://play.kankanlive.com/live/1718872789499909.m3u8
张掖综合,http://play.kankanlive.com/live/1720583434627241.m3u8
张掖农旅,http://play.kankanlive.com/live/1720583009200246.m3u8
秦安综合,https://play.kankanlive.com/live/1680577080200944.m3u8
景泰综合,https://play.kankanlive.com/live/1624439143745981.m3u8
靖远综合,https://play.kankanlive.com/live/1692005762394912.m3u8
渭源综合,https://play.kankanlive.com/live/1701943385631927.m3u8
庄浪综合,https://play.kankanlive.com/live/1687654127961989.m3u8
西和综合,https://play.kankanlive.com/live/1659926941626981.m3u8
会宁综合,https://play.kankanlive.com/live/1721783897283302.m3u8
甘肃卫视,rtmp://livein.gstv.com.cn/49048r/y3nga4
甘肃移动,rtmp://livein.gstv.com.cn/49048r/y72q36
公共应急,rtmp://livein.gstv.com.cn/49048r/2v86i8
少儿频道,rtmp://livein.gstv.com.cn/49048r/oj57of

福建综合,#genre#
海峡卫视,http://8.138.7.223/tv/fjtv.php?id=3
福建综合,http://8.138.7.223/tv/fjtv.php?id=4
福建公共,http://8.138.7.223/tv/fjtv.php?id=6
福建新闻,http://8.138.7.223/tv/fjtv.php?id=13
福建电视剧,http://8.138.7.223/tv/fjtv.php?id=7
福建旅游,http://8.138.7.223/tv/fjtv.php?id=8
福建经济,http://8.138.7.223/tv/fjtv.php?id=9
福建文体,http://8.138.7.223/tv/fjtv.php?id=10
福建少儿,http://8.138.7.223/tv/fjtv.php?id=2
厦门卫视,http://dassby.qqff.top:99/live/厦门卫视/index.m3u8
武夷山综合,http://fjwysdb.chinashadt.com:2036/live/1.stream/playlist.m3u8
武夷山文旅茶,http://fjwysdb.chinashadt.com:2036/live/3.stream/playlist.m3u8
漳州新闻,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
漳浦综合,http://220.161.87.62:8090/hls/0/index.m3u8?zfud
云霄综合,http://live.zzyxxw.com:85/live/xwzh.m3u8?fujian
福州生活,http://live.zohi.tv/video/s10001-fztv-3/index.m3u8
福州新闻,http://live.zohi.tv/video/s10001-fztv-1/index.m3u8
福州少儿,http://live.zohi.tv/video/s10001-fztv-4/index.m3u8
莆田1套,http://106.53.99.30/dl/ptbtv.php?id=4
莆田2套,http://106.53.99.30/dl/ptbtv.php?id=5
莆田仙游,http://106.53.99.30/dl/ptbtv.php?id=6

西藏综合,#genre#
拉萨汉语综合,http://file.lasatv.cn/cms/videos/nmip-media/channellive/channel1/playlist.m3u8
西藏卫视,http://php.jdshipin.com:8880/xztv.php?id=ws
西藏拉萨藏语频道,rtmp://tv.lasatv.cn/channellive/lszypd
西藏拉萨汉语频道,rtmp://tv.lasatv.cn/channellive/lszhpd
西藏拉萨文旅频道,rtmp://tv.lasatv.cn/channellive/lswlpd
西藏日喀则汉语,http://218.207.233.111:20321/4.m3u8
西藏日喀则藏语,http://218.207.233.111:20321/8.m3u8
察隅电视台,http://file.chayutv.com/nmip-media/channellive/channel105276/playlist.m3u8
察偶电视,rtmp://tv.chayutv.com:1935/channel/cytv

新疆综合,#genre#
克拉玛依维语综合,https://klmyzb.rcsxzx.com/hls/klmy2.m3u8
石河子新闻综合,http://124.88.144.73:1935/live/xwzh/playlist.m3u8
伊犁汉语综合,http://110.153.180.106:55555/out_1/index.m3u8
伊犁维吾尔,http://110.153.180.106:55555/out_2/index.m3u8
伊犁哈萨克,http://110.153.180.106:55555/out_3/index.m3u8
伊犁经济法制,http://110.153.180.106:55555/out_4/index.m3u8
五师综合,http://liveout.btzx.com.cn/62ds9e/4nxdih.m3u8
五师双河,http://liveout.btzx.com.cn/62ds9e/6o77s4.m3u8
五家渠综合频道,https://liveout.btzx.com.cn/62ds9e/d9vi5g.m3u8
胡杨河新闻综合,http://klmysjtzb.rcsxzx.com/hls/qishi1.m3u8
新星综合,http://test5.btzx.com.cn/live/13TV.stream/playlist.m3u8
克拉玛依影视剧场,http://klmysjtzb.rcsxzx.com/hls/klmy3.m3u8
克拉玛依汉语综合,https://klmyzb.rcsxzx.com/hls/klmy1.m3u8
伊犁哈萨克,http://110.153.180.106:55555/out_3/index.m3u8?zxinjd
伊犁汉语综合,http://110.153.180.106:55555/out_1/index.m3u8?zxinjd
伊犁经济法制,http://110.153.180.106:55555/out_4/index.m3u8?zxinjd
伊犁维吾尔,http://110.153.180.106:55555/out_2/index.m3u8?zxinjd
石河子新闻综合,http://124.88.144.73:1935/live/xwzh/playlist.m3u8?zxinjd
石河子经济生活,http://124.88.144.73:1935/live/dywt/playlist.m3u8?zxinjd
巴音郭楞州,http://file.loulannews.cn/nmip-media/channellive/channel101476/playlist.m3u8
巴音郭楞州,http://file.loulannews.cn/nmip-media/channellive/channel102433/playlist.m3u8
巴音郭楞州,http://file.loulannews.cn/nmip-media/channellive/channel103824/playlist.m3u8
巴音郭楞州,http://file.loulannews.cn/nmip-media/channellive/channel104199/playlist.m3u8
 昌吉综合频道,http://play.xjbzrk.com/live/cjzh.m3u8
昌吉城市生活,http://play.xjbzrk.com:80/live/cjsh.m3u8
哈密一套,https://tvpull.hmgbtv.com/hmtv/channel9cd66b3d5d258b2b.flv
哈密一套,https://tvpull.hmgbtv.com/hmtv/channel9cd66b3d5d258b2b/playlist.m3u8
哈密二套,https://tvpull.hmgbtv.com/hmtv/channel108259412c6a6711.flv
哈密二套,https://tvpull.hmgbtv.com/hmtv/channel108259412c6a6711/playlist.m3u8
哈密三套,https://tvpull.hmgbtv.com/hmtv/channelfb0e5c505477aa44.flv
哈密三套,https://tvpull.hmgbtv.com/hmtv/channelfb0e5c505477aa44/playlist.m3u8
喀什综合,http://222.80.82.206:9300/hls/live/kstv1.m3u8
喀什二套,http://222.80.82.206:9300/hls/live/kstv2.m3u8
巴音郭楞州综合,rtmp://tv.loulannews.cn/channellive/ch1
巴音郭楞州蒙语,rtmp://tv.loulannews.cn/channellive/ch2
巴音郭楞州维吾尔语,rtmp://tv.loulannews.cn/channellive/ch3
巴音郭楞州教育,rtmp://tv.loulannews.cn/channellive/ch4
塔城一套,http://218.84.35.38:3000/m3u8/live/tctv-1/index.m3u8
塔城二套,http://218.84.35.38:3000/m3u8/live/tctv-2/index.m3u8
塔城三套,http://218.84.35.38:3000/m3u8/live/tctv-3/index.m3u8
布尔津汉语综合,https://st-video.xjmty.com/fs/livedit/6fc961a3e0f06313/c9338510613c6394.m3u8
布尔津哈语综合,https://st-video.xjmty.com/fs/livedit/e55abfa37af26e19/8ce9971c2177b3dd.m3u8
阜康新闻综合,http://120.69.17.15:50002/live/test1.m3u8
福海维语综合,http://222.81.86.42:8060/hls/ch4/ch4.m3u8
兵团五师双河新闻综合,https://liveout.btzx.com.cn/62ds9e/4nxdih.m3u8
兵团五师双河影视,https://liveout.btzx.com.cn/62ds9e/6o77s4.m3u8
兵团七师胡杨河新闻综合,https://klmyzb.rcsxzx.com/hls/qishi1.m3u8
兵团八师石河子影视文体,http://124.88.144.73:1935/live/jjsh/playlist.m3u8
兵团八师石河子经济生活,http://124.88.144.73:1935/live/dywt/playlist.m3u8
兵团八师石河子教育,http://124.88.144.73:1935/live/jiaoyu/playlist.m3u8
兵团九师电视台,https://liveout.btzx.com.cn/3pyc0h/dbfvwu.m3u8
